CustomerID,Monetary_A,Monetary_B,Elasticity
13649.0,197.8,148.8,0.7522750252780587
15311.0,2609.2100000000014,3983.02,1.5265233538120726
13846.0,411.40000000000015,235.07999999999996,0.5714146815751091
13458.0,1169.3600000000001,1005.79,0.8601200656769513
17675.0,943.52,956.3599999999999,1.013608614549771
17863.0,384.71999999999997,481.2,1.2507797878976918
16550.0,545.6099999999999,478.0299999999999,0.8761386338226939
17400.0,424.16999999999996,644.5999999999998,1.5196737157271845
15498.0,695.7199999999999,344.40000000000003,0.49502673489334803
12481.0,791.3399999999999,826.8799999999999,1.04491116334319
16265.0,840.81,432.29999999999995,0.5141470724658365
16746.0,311.64,522.69,1.67722371967655
12383.0,600.72,142.16000000000003,0.2366493541084033
12585.0,1262.85,776.0,0.6144831135922715
17320.0,450.91999999999996,459.17999999999995,1.0183181052071322
17262.0,268.86,584.5,2.1739939001710926
16945.0,279.85,287.04,1.0256923351795604
12471.0,3556.7100000000005,663.0600000000001,0.18642509510193409
15291.0,648.9000000000001,699.4,1.0778240098628447
17211.0,779.7100000000005,110.85999999999997,0.14218106731990085
14060.0,874.04,600.5400000000001,0.6870852592558694
16365.0,368.46000000000004,120.9,0.3281224556261195
16814.0,273.29,641.0799999999999,2.3457865271323497
16779.0,672.83,480.34,0.7139099029472525
16033.0,309.68999999999994,411.88,1.3299751364267496
18219.0,390.05999999999995,200.32,0.5135620161000872
13089.0,5833.210000000001,4861.759999999999,0.833462193200656
17158.0,413.7899999999999,284.76,0.68817516131371
17858.0,1556.8500000000001,79.6,0.0511288820374474
13767.0,2437.260000000001,1074.6200000000008,0.44091315657746827
16241.0,277.65,229.26999999999992,0.8257518458490903
16654.0,227.40000000000003,274.45,1.206904133685136
15615.0,1081.1899999999998,827.6699999999998,0.765517624099372
15716.0,547.1,115.26000000000002,0.21067446536282217
14735.0,252.2,200.4,0.7946074544012689
13138.0,193.23000000000002,193.62000000000003,1.0020183201366248
15581.0,325.9600000000001,39.6,0.12148729905509875
16701.0,476.76000000000005,324.40000000000003,0.680426210252538
16607.0,359.82,287.28,0.7983991995997999
14878.0,322.01,197.89,0.6145461321076985
14146.0,1241.43,662.2999999999998,0.5334976599566628
13599.0,341.70000000000005,331.81000000000006,0.9710564822944103
12668.0,469.87,1410.0,3.000830016813161
16928.0,116.25,514.56,4.426322580645161
14560.0,398.21999999999997,62.379999999999995,0.15664707950379186
15061.0,19950.660000000007,2543.7399999999993,0.12750154631475843
14217.0,101.35000000000001,112.8,1.1129748396645287
16770.0,237.00000000000006,124.98,0.5273417721518986
14898.0,23.300000000000004,186.88,8.020600858369097
17937.0,2153.88,633.6,0.29416680595019223
17616.0,326.4,81.6,0.25
17580.0,46.85,47.7,1.0181430096051227
15827.0,190.93,63.36,0.33184936887864663
18239.0,438.0999999999999,176.38,0.40260214562885194
16904.0,338.69999999999993,433.2899999999997,1.2792736935341003
14525.0,462.3,474.62,1.0266493618862211
14031.0,2567.0000000000005,975.4200000000002,0.37998441760810286
13576.0,349.15000000000003,756.48,2.166633252183875
14419.0,124.1,183.46,1.4783239323126511
13198.0,373.59999999999997,903.01,2.417050321199144
12753.0,3590.5900000000006,3599.3799999999997,1.0024480656382375
13408.0,3001.850000000001,2250.8,0.7498042873561303
13230.0,93.45000000000002,436.32,4.669020866773675
15628.0,319.18,371.83000000000004,1.164953944482737
13694.0,2885.04,6208.57,2.151987494107534
16422.0,1945.2600000000004,3462.6099999999997,1.7800242641086532
18037.0,31.299999999999997,6.0,0.1916932907348243
15570.0,1064.6400000000003,294.04,0.27618725578599335
15916.0,214.14999999999998,160.12000000000003,0.7477002101330845
15021.0,189.63999999999993,198.17999999999998,1.045032693524573
14159.0,193.2199999999999,458.8699999999997,2.3748576751889034
14057.0,925.9200000000001,391.03999999999996,0.42232590288577837
17572.0,70.80000000000001,81.4,1.1497175141242937
13880.0,97.8,291.62999999999994,2.981901840490797
16552.0,95.29,284.44,2.9849931787175987
15601.0,1236.4499999999998,266.85,0.2158194831978649
18116.0,665.5700000000003,426.9499999999996,0.641480234986552
15955.0,572.38,491.7900000000001,0.8592019287885672
15018.0,111.25,140.14,1.2596853932584269
17491.0,327.4000000000001,556.9399999999999,1.701099572388515
14030.0,676.5,451.28999999999974,0.6670953436807091
12877.0,150.05999999999997,170.26000000000002,1.1346128215380518
15640.0,2766.6899999999996,1103.7300000000005,0.3989351897032196
